RecordType,StartDate,Value
HKQuantityTypeIdentifierHeartRate,2024-11-05 09:41:38 -0800,92
HKQuantityTypeIdentifierHeartRate,2024-11-05 09:51:00 -0800,87
HKQuantityTypeIdentifierHeartRate,2024-11-05 09:45:32 -0800,81
HKQuantityTypeIdentifierHeartRate,2024-11-05 09:56:57 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:00:55 -0800,70
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:03:14 -0800,63
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:14 -0800,95
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:15 -0800,95
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:20 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:27 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:33 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:39 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:44 -0800,92
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:49 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:50 -0800,89
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:10:55 -0800,89
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:11:40 -0800,63
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:17:28 -0800,73
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:18:47 -0800,69
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:23:14 -0800,79
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:32:57 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:35:05 -0800,94
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:00 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:03 -0800,102
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:08 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:15 -0800,92
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:17 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:36 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:41 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:46 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:43:51 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:48:58 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:38:40 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:52:45 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:57:43 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 10:58:47 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:03:20 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:11:13 -0800,88
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:13:55 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:20:06 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:23:49 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:29:02 -0800,88
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:35:29 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:39:58 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:44:17 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:48:45 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:53:09 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 11:59:43 -0800,69
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:04:23 -0800,76.7709
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:06:51 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:11:24 -0800,79
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:13:53 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:22:38 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:28:03 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:31:58 -0800,80
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:36:57 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:38:24 -0800,88
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:44:07 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:51:20 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 12:54:27 -0800,88
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:00:01 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:05:57 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:05 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:06 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:11 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:16 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:23 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:30 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:31 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:36 -0800,102
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:44 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:06:46 -0800,102
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:09:43 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:09:50 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:09:52 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:09:58 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:04 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:08 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:13 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:16 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:21 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:29 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:32 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:39 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:42 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:48 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:10:54 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:11:00 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:11:03 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:11:43 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:32 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:40 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:47 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:52 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:53 -0800,108
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:17:58 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:03 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:09 -0800,108
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:18 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:19 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:26 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:31 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:18:37 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:27 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:28 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:33 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:42 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:45 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:48 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:55 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:22:58 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:24:52 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:24:54 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:24:59 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:04 -0800,108
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:31 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:33 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:38 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:52 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:25:58 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:26:00 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:26:06 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:26:13 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:26:15 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:25 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:26 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:33 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:36 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:43 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:50 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:51 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:27:56 -0800,120
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:06 -0800,120
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:07 -0800,120
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:21 -0800,120
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:25 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:31 -0800,122
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:32 -0800,122
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:41 -0800,126
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:42 -0800,126
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:51 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:28:54 -0800,122
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:26 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:31 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:34 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:37 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:42 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:50 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:52 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:29:57 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:02 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:10 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:16 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:18 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:23 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:27 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:32 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:40 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:42 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:47 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:54 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:30:58 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:06 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:11 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:15 -0800,104
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:17 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:23 -0800,108
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:31 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:32 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:37 -0800,109
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:46 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:51 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:53 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:31:58 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:03 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:08 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:13 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:20 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:24 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:32 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:33 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:42 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:47 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:48 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:53 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:32:58 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:04 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:11 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:15 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:22 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:23 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:28 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:34 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:42 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:43 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:52 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:33:55 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:02 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:04 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:11 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:13 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:22 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:26 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:32 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:37 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:38 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:45 -0800,102
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:52 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:53 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:34:58 -0800,98
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:03 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:12 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:17 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:22 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:25 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:28 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:37 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:38 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:43 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:52 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:55 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:35:59 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:07 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:08 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:18 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:19 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:28 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:33 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:34 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:41 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:48 -0800,122
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:50 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:36:58 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:03 -0800,120
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:05 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:11 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:17 -0800,123
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:21 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:24 -0800,121
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:32 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:35 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:42 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:47 -0800,117
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:50 -0800,118
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:37:58 -0800,119
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:04 -0800,116
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:09 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:14 -0800,106
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:15 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:20 -0800,105
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:25 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:34 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:35 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:44 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:45 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:50 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:38:59 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:00 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:10 -0800,103
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:15 -0800,102
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:18 -0800,101
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:24 -0800,93
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:26 -0800,91
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:31 -0800,95
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:36 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:45 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:50 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:51 -0800,96
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:39:57 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:01 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:06 -0800,97
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:11 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:19 -0800,89
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:25 -0800,101
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:26 -0800,101
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:31 -0800,100
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:40 -0800,89
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:45 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:50 -0800,83
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:40:52 -0800,82
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:00 -0800,81
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:04 -0800,81
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:06 -0800,82
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:13 -0800,80
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:20 -0800,78
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:25 -0800,76
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:28 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:33 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:36 -0800,76
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:44 -0800,78
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:47 -0800,78
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:52 -0800,80
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:41:59 -0800,84
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:42:03 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:43:03 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:45:40 -0800,77
HKQuantityTypeIdentifierHeartRate,2024-11-05 13:55:56 -0800,68
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:02:10 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:02:44 -0800,85
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:04:30 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:12:44 -0800,74
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:14:01 -0800,74
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:18:19 -0800,73
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:23:17 -0800,76
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:32:10 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:32:34 -0800,73
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:36:54 -0800,64
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:41:46 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:46:06 -0800,73
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:50:20 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:57:08 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 14:58:36 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:07:44 -0800,74
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:04:32 -0800,70
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:08:29 -0800,74
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:13:26 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:22:39 -0800,76
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:25:48 -0800,77
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:29:18 -0800,64
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:33:54 -0800,72
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:42:00 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:46:39 -0800,73
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:51:06 -0800,77
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:57:27 -0800,80
HKQuantityTypeIdentifierHeartRate,2024-11-05 15:59:40 -0800,75
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:03:54 -0800,111
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:03:55 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:04 -0800,110
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:07 -0800,107
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:14 -0800,112
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:15 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:24 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:29 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:31 -0800,113
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:37 -0800,115
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:04:40 -0800,114
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:15:51 -0800,101
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:15:55 -0800,99
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:02 -0800,93
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:07 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:14 -0800,86
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:17 -0800,83
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:20 -0800,83
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:26 -0800,86
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:30 -0800,88
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:37 -0800,89
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:41 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:45 -0800,90
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:54 -0800,93
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:16:56 -0800,94
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:00 -0800,93
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:09 -0800,92
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:13 -0800,92
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:16 -0800,93
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:21 -0800,94
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:29 -0800,95
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:32 -0800,95
HKQuantityTypeIdentifierHeartRate,2024-11-05 16:17:35 -0800,95
